TS,Track V, Car V, Car I
1609459265865,9.871362,4.725139,5.017349
1609459265994,9.888907,4.316939,4.791760
1609459266121,9.801182,4.970771,5.629663
1609459266249,10.002951,1.395117,2.179354
1609459266377,9.748546,4.395892,6.370885
1609459266505,9.994179,7.927958,3.984070
1609459266697,9.809954,4.773388,5.887480
1609459266825,9.809954,4.961999,5.726345
1609459266953,9.897680,4.378347,4.791760
1609459267081,9.735387,4.654958,6.564248
1609459267209,9.801182,4.948840,5.823026
1609459267337,9.779250,4.966385,6.113069
1609459267465,9.757318,5.054111,6.177523
1609459267593,9.726614,5.874622,6.628702
1609459267721,9.766091,6.137801,6.080842
1609459267850,9.963474,1.588114,1.857084
1609459267978,10.033655,1.346867,3.532891
1609459268106,9.919611,4.014285,4.662852
1609459268234,9.586252,4.786547,7.627740
1609459268362,9.893293,4.066920,4.695079
1609459268490,9.748546,4.847955,6.209750
1609459268682,9.669593,5.387470,6.854291
1609459268810,9.652047,6.251844,6.822064
1609459268938,9.915225,4.391506,4.469490
1609459269066,9.783636,5.005862,5.726345
1609459269194,9.809954,6.041302,5.565209
1609459269322,9.568707,5.356765,7.788876
1609459269450,9.669593,6.405365,7.015427
1609459269579,9.568707,7.971821,7.563286
1609459269707,9.595025,8.625380,7.305470
1609459269835,9.985406,4.461687,1.889311
1609459269963,9.985406,1.908314,1.470359
1609459270091,9.761704,5.128678,5.919707
1609459270219,9.766091,5.251494,5.887480
1609459270351,9.652047,6.221140,7.047654
1609459270479,9.700296,6.370274,6.532021
1609459270672,9.652047,7.287285,6.918746
1609459270800,9.502913,9.415188,8.336736
1609459270928,9.660820,9.568707,7.015427
1609459271056,9.766091,9.682751,6.113069
1609459271186,10.002951,7.818027,3.565118
1609459271314,9.941543,2.820937,0.439094
1609459271442,9.862590,5.466423,5.178485
1609459271582,9.735387,6.317639,6.241977
1609459271710,9.766091,6.677315,6.048615
1609459271839,9.976633,5.396242,4.016296
1609459271967,9.994179,3.022707,3.532891
1609459272095,9.779250,5.054111,5.919707
1609459272223,9.783636,5.431333,6.177523
1609459272353,9.748546,5.769351,6.564248
1609459272481,9.862590,5.369925,4.985122
1609459272674,9.801182,4.922522,5.597436
1609459272804,9.774863,4.918136,6.113069
1609459272932,9.744160,5.475195,6.177523
1609459273060,9.643275,6.265003,6.918746
1609459273189,9.599412,7.598712,7.692194
1609459273253,9.766091,7.173241,6.241977
1609459273381,9.994179,5.931645,3.758480
1609459273447,9.967861,2.342831,0.954726
1609459273509,9.981019,1.846905,1.599268
1609459273573,9.915225,4.093238,4.695079
1609459273637,9.845044,4.760229,5.404074
1609459273701,10.038041,9.616957,3.565118
1609459273766,9.643275,4.751457,7.047654
1609459273830,9.616957,5.409401,7.369924
1609459273894,9.520458,6.536953,8.143373
1609459274062,9.840658,5.536603,5.114030
1609459274126,9.919611,4.505824,4.437263
1609459274190,9.866976,4.571618,4.985122
1609459274254,9.831885,5.207632,5.307393
1609459274318,9.748546,5.887782,6.016388
1609459274382,9.586252,5.457650,7.692194
1609459274447,9.533617,5.922872,8.143373
1609459274581,9.529231,7.818027,8.175601
1609459274645,9.608185,8.300794,7.402151
1609459274709,9.538004,9.445891,8.046693
1609459274773,9.590639,9.498527,7.563286
1609459274838,9.621343,9.538004,7.273243
1609459274903,9.809954,8.958738,5.790799
