TS,Track V,Car V,Car I
1609459297815,12.051901,8.151659,8.119204
1609459297943,11.920311,11.810654,9.182695
1609459298109,12.797845,0.47372,1.156146
1609459298237,12.512735,5.681625,5.541039
1609459298365,12.574143,8.011298,5.08986
1609459298493,11.727314,11.600112,10.149508
1609459298621,12.293147,12.192262,7.216846
1609459298749,12.881186,6.800406,3.637629
1609459298877,12.802231,5.567308,4.05658
1609459299005,12.363602,7.756619,6.378942
1609459299133,12.187876,9.884521,7.345754
1609459299261,12.038741,11.93347,8.409246
1609459299394,12.32385,12.231738,6.862348
1609459299522,12.622394,12.543439,5.08986
1609459299650,12.539053,12.464487,5.347677
1609459299779,12.7803,0.578991,0.576059
1609459299907,12.587303,7.265353,5.31545
1609459300035,12.345782,9.108146,6.475623
